number,account,priority,sys_created_on,state,short_description,description,sys_updated_on,assignment_group,assigned_to,product,resolved_at,sys_mod_count,u_problem,SLA_task,SLA_Business_Time_seconds,SLA_Duration_seconds,SLA_Business_Time,SLA_Duration,trend,trend_auto
CS1775543,Leeds Teaching Hospitals NHS Trust,3 - Medium,29/04/2026 14:26:20,Closed,ECDS,"hen trying to extract this data via [EMIS_SYM_LEEDS_ECDS] .[dbo].[sy_ECDS_runExtract] an error is thrown.
Variables passed:
@startdate VARCHAR(10) = '01/01/2024'
, @enddate VARCHAR(10) = '27/04/2026'
, @version TINYINT = 4

Msg 2628, Level 16, State 1, Procedure dbo.sy_ECDS_Extract_v4, Line 670 [Batch Start Line 2]
String or binary data would be truncated in table 'EMIS_SYM_LEEDS_ECDS.dbo.ECDS_Extract_Data4', column 'EC_Attendance_Category'. Truncated value: ''.",26/05/2026 15:13:27,Acute Care Symphony Support Level 2,Carlos Berrios,Symphony,12/05/2026 15:12:00,22,,CS1775543,485953.0,1047553.0,"5 days, 14 hrs, 59 mins","12 days, 2 hrs, 59 mins",Other,Performance / outage / errors
CS1775722,Leeds Teaching Hospitals NHS Trust,3 - Medium,30/04/2026 07:46:52,Closed,ECDS failed,"Dear Customer,

This email is to notify you that the file ecds_extract_20260430 0615_v3.txt has reached a final state within the Translation Service.

The interchange has been marked as TRANSLATION FAILED. A problem occurred in either the extract contents or the system configuration which meant a valid interchange could not be created. Please check the Keystone error messages for further information on this failure.

One or more errors occurred during the processing of this extract. These errors appear below:

30/04/2026 07:35:42 -  [EMIS Health eCDS v3 Single Line Delimited Fatal] File ECDS_EXTRACT_20260430 0615_V3.TXT does not contain the field delimiter of | on line 120.",19/05/2026 18:18:02,Acute Care Symphony Support Level 2,Carlos Berrios,Symphony,05/05/2026 12:27:53,10,,CS1775722,188873.0,448861.0,"2 days, 4 hrs, 27 mins","5 days, 4 hrs, 41 mins",Defects & Errors / Error Messages,
CS1775750,Health Service Executive,3 - Medium,30/04/2026 08:54:53,Closed,Batch printing error,When Staff click on Tools-Batch printing the error attached appears. Only happens on  one laptop and to all users that log onto symphony on that laptop. Unable to batch print due to error appearing,28/05/2026 01:45:26,Acute Care Symphony Support Level 1,Konrad Siddons,Symphony,14/05/2026 01:44:28,9,,CS1775750,1448.0,1755.0,24 mins,29 mins,Other,Performance / outage / errors
CS1776299,North Cumbria Integrated Care NHS Foundation Trust,3 - Medium,30/04/2026 16:03:18,Closed,Unable to MIDAS due to error,"Hello,

A member of staff is having issues with MIDAS scanning in symphony. They are getting an error stating there is number-barcode conflict which they can't resolve.

Member of staff is Pauline Bezuszko

Please can you advise why this is happening.",06/05/2026 15:15:04,Acute Care Symphony Support Level 1,Konrad Siddons,Symphony,06/05/2026 15:15:03,22,,,,,,,Other,DAD / HL7 / interface messaging
CS1777027,South Tees Hospitals NHS Foundation Trust,3 - Medium,01/05/2026 16:16:40,Closed,URGENT - SYMPHONY DOWN ACROSS SITE,"The symphony system is down - we are unable to login, screens are hanging, n ot refresshing off across all departments",12/05/2026 12:17:00,Acute Care Symphony Support Level 1,Gareth Evans,Symphony,05/05/2026 09:18:53,33,,CS1777027,1382.0,1613.0,23 mins,26 mins,Other,Clinical workflow / DEP / clinic / BRM
CS1777339,South Tees Hospitals NHS Foundation Trust,3 - Medium,05/05/2026 10:31:50,Closed,STAS820 disk space,"Hello
Our ICT Ops team have reported that the S: and L: drives are full on STAS820. It looks like new '_Upgrade' DB's have been created and a fulling the drive.
Could you say what they are and if they be cleaned up?
Thanks
Paul",13/05/2026 09:37:48,Acute Care Symphony Support Level 1,Konrad Siddons,Symphony,11/05/2026 16:52:12,15,,CS1777339,61093.0,349093.0,"16 hrs, 58 mins","4 days, 58 mins",Other,Reporting / SSRS / dashboards
CS1777353,Swansea Bay University Health Board,3 - Medium,05/05/2026 10:38:36,Closed,DAD messages queueing for Omnicell feeds and MPI outbound,DAD messages queueing for Omnicell feeds and MPI outbound. May need DAD restart please.,21/05/2026 08:05:27,Acute Care Symphony Support Level 1,Shazad Ishaque,Symphony,07/05/2026 08:03:30,16,,CS1777353,7883.0,60293.0,"2 hrs, 11 mins","16 hrs, 44 mins",Other,DAD / HL7 / interface messaging
CS1778604,Health Service Executive,3 - Medium,07/05/2026 03:58:36,Closed,Patients with duplicate MRNs,"Contact is Caroline Dalton 01 646 6250 caroline.dalton1@hse.ie
When they bring up the patient with MRN 54654, the wrong patient is coming up. The patient they're seeing has initials MS and it should be VG.",21/05/2026 06:16:19,Acute Care Symphony Support Level 1,Gareth Evans,Symphony,07/05/2026 04:46:27,8,,CS1778604,0.0,2871.0,,47 mins,Other,DAD / HL7 / interface messaging
CS1779275,Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust,3 - Medium,07/05/2026 13:54:21,On hold,'Finish' button greyed out on multiple DEPs ,"We have repeated issues with DEPs being completed by staff (both clinical and reception) whereby they complete the fields on a DEP and then when they complete the last field on the DEP the 'Finish' button greys out and they are unable to save and close the DEP. It will hang on this for a long time but does  not allow them to continue, eventually they have to click the X to come out of the DEP and try to record it again from the beginning. One user today (Jessica Staniforth) has had this happen to her while using the Chief Complaint DEP, the ED Discharge DEP, and the TTO DEP. 
Do you have any ideas why this would happen? It is causing significant delays in care and treatment. 
Thanks
Laura",06/07/2026 13:42:19,Acute Care Symphony Support Level 2,Lee Booth,Symphony,,35,PRB0053689,,,,,,Other,DAD / HL7 / interface messaging
CS1779345,Western Sussex Hospitals NHS Trust,3 - Medium,07/05/2026 14:41:16,Closed,CPIS Failed(JBOSS),"Current with Matthew Hanson

JBOSS application is currently having issues due to memory cap.

Both Worthing and ST Richards are unable to retrieve child protection alerts.",25/05/2026 16:09:26,Acute Care Symphony Support Level 1,Konrad Siddons,Symphony,11/05/2026 16:09:08,11,,CS1779345,6514.0,6514.0,"1 hrs, 48 mins","1 hrs, 48 mins",Notifications & Communications / Alerts,
CS1781225,Luton And Dunstable Hospital NHS Foundation Trust,3 - Medium,12/05/2026 10:38:43,Closed,QAS - address search and postcode is not working for Bedford Symphony Live,"URGENT - 
QAS - address search and postcode is not working for Bedford Symphony Live
Please kindly update 
Many thanks
Zak
IT Team",26/05/2026 14:45:28,Acute Care Symphony Support Level 1,Konrad Siddons,Symphony,12/05/2026 14:44:56,16,,CS1781225,1576.0,1576.0,26 mins,26 mins,Other,
CS1781953,Swansea Bay University Health Board,3 - Medium,13/05/2026 10:31:51,Closed,Error message when trying to scan documents to a patient,"User reports getting an error message when trying to scan documents to a patient, attendance nmiu-26-017997-1. Error message screenshot attached.",01/06/2026 11:55:30,Acute Care Symphony Support Level 1,Gareth Evans,Symphony,18/05/2026 11:53:53,21,,CS1781953,10681.0,10681.0,"2 hrs, 58 mins","2 hrs, 58 mins",Other,DAD / HL7 / interface messaging
CS1781968,Brighton And Sussex University Hospitals NHS Trust,3 - Medium,13/05/2026 10:41:26,Closed,DAD stopped working,"
[code]<a title=""DAD keeps crashing – what should we do?"" href='kb_view.do?sys_kb_id=52177eed83eccf10d0bd9030ceaad322' >KB5005524 : DAD keeps crashing – what should we do?</a>[/code]",03/06/2026 12:13:44,Acute Care Symphony Support Level 1,Konrad Siddons,Symphony,20/05/2026 12:11:46,20,,CS1781968,12076.0,12076.0,"3 hrs, 21 mins","3 hrs, 21 mins",Other,DAD / HL7 / interface messaging
CS1782464,Leeds Teaching Hospitals NHS Trust,3 - Medium,14/05/2026 06:47:14,Closed,Domestic abuse audit,I request this audit back last year CS153929. Can you please provide a list of both adults and children that have been flagged for high risk of domestic abuse. The report need to include the PAS number and NHS number. I know this is a big asked but is needed for a meeting today at 10am.,28/05/2026 10:17:27,Acute Care Symphony Support Level 1,Sheree Chadwick,Symphony,14/05/2026 10:16:04,32,,CS1782464,7066.0,11432.0,"1 hrs, 57 mins","3 hrs, 10 mins",Other,Audit / IG / access investigation
CS1783560,Cumbria Teaching PCT,3 - Medium,15/05/2026 13:04:03,Closed,Password complexity special character,"We have a generic user account and the password was changed recently but as this now includes the need of a special character we want to reset it back to its original value as it has broken a bespoke single sign on program that was developed a number of years ago. When going into the global parameters for users changing the 'minimum number of special characters in a password' to 0 it says 'The Minimum number of Special characters should not be Less than 1'.

Is there any way in the backend to run a script to set this 0, we can then change the password back to the value we need it and then revert it back to 1?",19/05/2026 12:07:00,Acute Care Symphony Support Level 1,Shazad Ishaque,Symphony,19/05/2026 12:06:58,14,,,,,,,Other,Login / access / permissions
CS1783796,Aneurin Bevan University Healthboard,3 - Medium,15/05/2026 15:58:32,Closed,TEST DAD Configuration,"Christopher would like to know which Database their UAT DAD Server is currently pointing to.

He would like this to be pointed to their Symphony Test DB.

UAT DAD Server
10.65.161.170

Before we make any changes he would like to know what the current setup is.
",19/05/2026 10:53:29,Acute Care Symphony Support Level 1,Shazad Ishaque,Symphony,15/05/2026 16:29:49,8,,CS1783796,1877.0,1877.0,31 mins,31 mins,Other,DAD / HL7 / interface messaging
CS1783808,Aneurin Bevan University Healthboard,3 - Medium,15/05/2026 16:19:27,Closed,Test DB (EMIS_SYM_AB_DEV_130526) showing offline,"Christopher calling to report that his DBA Monitoring team have advised the below DB is currently showing as down.

He does not recognise this DB and would like this investigated.

DB Name: EMIS_SYM_AB_DEV_130526

",19/05/2026 10:53:17,Acute Care Symphony Support Level 1,Shazad Ishaque,Symphony,15/05/2026 16:25:22,10,,CS1783808,355.0,355.0,5 mins,5 mins,Other,Reporting / SSRS / dashboards
CS1784509,South Tees Hospitals NHS Foundation Trust,3 - Medium,18/05/2026 15:41:34,Closed,Restart of Symphony DAD required,"Hello
Some new special case flags have been added, therefore a restart of Symphony DAD is required so that the interface picks up the new flags.
Thanks
Paul",19/05/2026 09:43:55,Acute Care Symphony Support Level 1,Shazad Ishaque,Symphony - DAD,19/05/2026 09:08:18,13,,,,,,,Other,DAD / HL7 / interface messaging
CS1785266,North Cumbria Integrated Care NHS Foundation Trust,3 - Medium,19/05/2026 16:12:11,Closed,Slow performance issues across sites and difficulty with log on,Several users across sites report slow performance and log in issues. CPU load 100% and fluctuating. Our IT systems have looked into this and cannot resolve.,15/06/2026 12:51:30,Acute Care Symphony Support Level 1,Shazad Ishaque,Symphony,02/06/2026 13:31:23,22,,,,,,,Performance & Availability / Performance,
CS1786089,University Hospital Southampton NHS Foundation Trust,3 - Medium,21/05/2026 09:22:22,Closed,Symphony reporting not feeding through Eye Casualty data,"Our Symphony reporting database is currently not working, our eye casualty data is not feeding through to RHMSYMSQLC.

We are getting an error to say the Delete statement conflicted with the reference constraint FK_Patient_Assets_ass_OwnerID.

I'll attach a picture of the message",04/06/2026 11:03:27,Acute Care Symphony Support Level 1,Konrad Siddons,Symphony,21/05/2026 11:02:20,13,,CS1786089,5998.0,5998.0,"1 hrs, 39 mins","1 hrs, 39 mins",Reporting & Analytics / Reporting,
CS1786176,Luton And Dunstable Hospital NHS Foundation Trust,3 - Medium,21/05/2026 10:29:23,Closed,No data from Symphony Luton in the data warehouse,"Hi Support
URGENT
No data from Symphony Luton in the data warehouse
Please follow up",09/06/2026 13:57:27,Acute Care Symphony Support Level 1,Konrad Siddons,Symphony,26/05/2026 13:57:22,22,,CS1786176,125383.0,341383.0,"1 days, 10 hrs, 49 mins","3 days, 22 hrs, 49 mins",Other,Data / SQL / configuration
CS1786243,Brighton And Sussex University Hospitals NHS Trust,3 - Medium,21/05/2026 11:27:43,Resolved,DAD Message delays from locked records and occasional ntdll errors.,"We had a patient yesterday who attended RSCH and had an ED Episode added at 2:18 but the A04 didn’t get to the TIE until 2:29, please could you have a look and see why there was such a long delay?

5228997 (AA) – RSCH-26-034891-1",08/07/2026 09:51:50,Acute Care Symphony Support Level 2,Carlos Berrios,Symphony,08/07/2026 09:51:50,33,PRB0053699,CS1786243,706807.0,2838007.0,"8 days, 4 hrs, 20 mins","32 days, 20 hrs, 20 mins",Other,DAD / HL7 / interface messaging
CS1786626,Brighton And Sussex University Hospitals NHS Trust,3 - Medium,21/05/2026 20:51:07,Closed,Messages were queuing specifically 02,"The DAD was restarted on site as messages were stuck, although some have now cleared we still have 16 outstanding. This is causing issues with downstream systems. Some messages been stuck for 15 mins now.",11/06/2026 14:57:27,Acute Care Symphony Support Level 1,Konrad Siddons,Symphony,28/05/2026 14:56:34,24,,CS1786626,5615.0,49348.0,"1 hrs, 33 mins","13 hrs, 42 mins",Other,DAD / HL7 / interface messaging
CS1787132,Luton And Dunstable Hospital NHS Foundation Trust,3 - Medium,22/05/2026 16:53:19,Closed,CS1786176 - Urgent: No data from Symphony Luton to SSRS,"The above reference was fixed today however  it doesn't appear that all the Luton EMIS raw tables have sync'ed properly - e.g. emisl.Triage, result_Details since 19th ???",26/05/2026 15:23:01,Acute Care Symphony Support Level 1,Carlos Berrios,Symphony,26/05/2026 11:35:38,21,,CS1787132,110539.0,326539.0,"1 days, 6 hrs, 42 mins","3 days, 18 hrs, 42 mins",Other,Data / SQL / configuration
CS1787355,Leeds Teaching Hospitals NHS Trust,3 - Medium,26/05/2026 09:55:24,Closed,Deceased Account,Can you provide an audit of any staff that have accessed or made any changes on  466 135 3730  between 13/05/2026 and 15/05/2026. Can you also check if any transfers of episode of care were done that are connected to the above please.,15/06/2026 11:35:27,Acute Care Symphony Support Level 1,Gareth Evans,Symphony,01/06/2026 11:33:28,20,,CS1787355,80978.0,167378.0,"22 hrs, 29 mins","1 days, 22 hrs, 29 mins",Other,Audit / IG / access investigation
CS1789772,Northern Lincolnshire And Goole NHS Foundation Trust,3 - Medium,28/05/2026 16:35:42,Closed,Slowness,Symphony really slow when user tries to access - affecting multiple people.,29/05/2026 09:40:51,Acute Care Symphony Support Level 1,Gareth Evans,Symphony,29/05/2026 09:16:46,16,,CS1789772,3920.0,3920.0,"1 hrs, 5 mins","1 hrs, 5 mins",Other,Audit / IG / access investigation
CS1789839,Isle Of Wight NHS Trust,3 - Medium,29/05/2026 08:25:40,Closed,interface stopping intermittently,we have had issues with the A03 interface which appears to have stopped a few times since yesterday.  It looks like it stopped around 10:40 on the 28th and messages were queueing as suspended.  then there was some activity around 16:10 for a couple of hours ( but the suspended messages did not clear).  it then looks like it stopped again till 04:40 ish this morning.  There were 81 suspended messages when I checked this morning covering from 10:40 onwards which all cleared when i changed them to Queue.  Can you investigate to see why this dropped and was the restarts at 16:10 and 04:40 manual restarts?,05/06/2026 10:36:12,Acute Care Symphony Support Level 1,Shazad Ishaque,Symphony - DAD,02/06/2026 17:56:54,58,,,,,,,Other,DAD / HL7 / interface messaging
CS1790390,South Tees Hospitals NHS Foundation Trust,3 - Medium,29/05/2026 17:00:08,Closed,Midas images can't be viewed,"Hello
The Midas images for the following attendances can't be viewed by multiple users on multiple machines:
SDEC-26-004290
SDEC-26-004149
SDEC-26-004524
SDEC-26-004320
SDEC-26-004504
SDEC-26-003299

Are you able to check in the database for what is recorded as the location for the images?
thanks
Paul",01/06/2026 08:39:17,Acute Care Symphony Support Level 1,Shazad Ishaque,Symphony - MIDAs,01/06/2026 08:39:16,8,,,,,,,Other,DAD / HL7 / interface messaging
CS1791131,North West Anglia NHS Foundation Trust,3 - Medium,01/06/2026 14:54:39,Closed,Audit 26-05,Please can an audit be created for each patient listed in the Word doc using the criteria supplied in the Word doc.,09/06/2026 15:41:53,Acute Care Symphony Support Level 1,Gareth Evans,Symphony,03/06/2026 11:25:44,18,,CS1791131,7521.0,63967.0,"2 hrs, 5 mins","17 hrs, 46 mins",Other,Audit / IG / access investigation
CS1791357,University Hospital Southampton NHS Foundation Trust,3 - Medium,02/06/2026 08:55:49,Closed,user is unable to see list of patients that under his name ,"Issue description:  user is unable to see list of patients that under his name 

Have any similar issues been raised previously: no

Contact name (If not the contact selected on the case):
Preferred contact details: 07761803671",12/06/2026 10:34:54,Acute Care Symphony Support Level 1,Shazad Ishaque,Symphony,02/06/2026 16:27:31,22,,CS1791357,26511.0,26762.0,"7 hrs, 21 mins","7 hrs, 26 mins",Other,DAD / HL7 / interface messaging
CS1791632,Kent Community Health NHS Foundation Trust,3 - Medium,02/06/2026 11:38:38,Closed,Batch printing error,"Any user who tries to batch print from one of the computers is receiving the attached error message.

We have tested that batch printing on other computers and it works fine, we have also tested printing to the selected printer from outside of Symphony and it works fine.

Please could you investigate",16/06/2026 09:11:56,Acute Care Symphony Support Level 1,Gareth Evans,Symphony,16/06/2026 09:11:55,20,,CS1791632,295550.0,597950.0,"3 days, 10 hrs, 5 mins","6 days, 22 hrs, 5 mins",Other,DAD / HL7 / interface messaging
CS1791788,North West Anglia NHS Foundation Trust,3 - Medium,02/06/2026 13:10:02,Closed,Restart jboss/iis/dad,"Afternoon,
just found out our reception / admin team have been struggling with slow attenances for most of the morning and not told anyone
would you do the usual restarting for the SCR/CPIS popup to work again (jboss/iis/dad) please?

dont get timeout like normal, just looks for pt with barber pole loading and then popup vanishes = obvs adds 30-40secs to each attendance.

thanks muchly",02/06/2026 18:17:12,Acute Care Symphony Support Level 1,Gareth Evans,Symphony - SCR & PDS,02/06/2026 14:38:39,12,,,,,,,Other,DAD / HL7 / interface messaging
CS1792092,North West Anglia NHS Foundation Trust,3 - Medium,03/06/2026 08:36:28,Closed,IIS/Jboss/DAD again,"Morning,
I think WSUS on the servers has been done a couple of hours ago and caused an issue with SCR server or DAD - nobody is complaining about interface messages though...
Just the delay as SCR popup times out
It was only yesterday lunch, but would do the restarting thing again please?
thanks very much",03/06/2026 12:17:42,Acute Care Symphony Support Level 1,Gareth Evans,Symphony,03/06/2026 09:00:35,14,,CS1792092,35.0,1174.0,,19 mins,Other,DAD / HL7 / interface messaging
CS1792623,Northern Lincolnshire And Goole NHS Foundation Trust,3 - Medium,03/06/2026 14:02:04,Closed,Error message on one particular patient,"Call logged by our DPoW site when searching for a particular pt.
Tried on other pc's and same error message. See attached.",09/07/2026 14:26:47,Acute Care Symphony Support Level 1,Shazad Ishaque,Symphony,09/07/2026 10:20:21,64,,CS1792623,725072.0,1459472.0,"8 days, 9 hrs, 24 mins","16 days, 21 hrs, 24 mins",Other,DAD / HL7 / interface messaging
CS1794488,Swansea Bay University Health Board,3 - Medium,08/06/2026 10:31:08,Closed,Unable to book into clinic slot,Unable to book into clinic slot for MIU physio clinic 12/6/26 @ 9am.,24/06/2026 11:05:29,Acute Care Symphony Support Level 1,Gareth Evans,Symphony,10/06/2026 11:04:40,19,,CS1794488,51830.0,107630.0,"14 hrs, 23 mins","1 days, 5 hrs, 53 mins",Other,Clinical workflow / DEP / clinic / BRM
CS1794785,Northern Lincolnshire And Goole NHS Foundation Trust,3 - Medium,08/06/2026 14:03:21,Closed,DB2,"Please the DB2 be sync'd up properly for the cluster, so we can fail over and it is sync'd like the live DB1.
This is to ensure our daily ToC operational reporting tools can be used continuously.",10/06/2026 11:13:14,Acute Care Symphony Support Level 1,Konrad Siddons,Symphony,09/06/2026 10:15:32,17,,CS1794785,23015.0,66215.0,"6 hrs, 23 mins","18 hrs, 23 mins",Reporting & Analytics / Reporting,
CS1794943,Health Service Executive,3 - Medium,08/06/2026 16:33:25,Closed,Print button greyed out,"If a user logs off and on again, the print item in the tools menu is greyed out. Users still logged in can get the option, but the users who currently have the option need to log out soon as their shift will be over.

Those users are: sgallagher and kdoherty.

Nothing has been changed recently.

Logged by Steve McCabe.

While he was talking to me, they've tried again and it's worked.
(My mistake — I've clicked yes to clinical harm and it should have been no).

(Looks like it might have been a network problem getting to the template)",22/06/2026 16:37:27,Acute Care Symphony Support Level 1,Gareth Evans,Symphony,08/06/2026 16:35:49,8,,CS1794943,144.0,144.0,2 mins,2 mins,Other,Clinical workflow / DEP / clinic / BRM
CS1795481,Brighton And Sussex University Hospitals NHS Trust,3 - Medium,09/06/2026 13:51:18,Resolved,DAD restart on site,"Hi Carlos, as promised Roy has sent across screenshots of the errors on the live nodes and I have a screenshot of the locked records: DAD was restarted on site.",11/06/2026 14:29:34,Acute Care Symphony Support Level 2,Carlos Berrios,Symphony,11/06/2026 14:29:34,22,PRB0053699,CS1795481,59896.0,175096.0,"16 hrs, 38 mins","2 days, 38 mins",Other,DAD / HL7 / interface messaging
CS1796075,Swansea Bay University Health Board,3 - Medium,10/06/2026 12:22:28,Resolved,Error message when discharging and trying to book clinic appointment,"Users report receiving an error message when trying to book a clinic appointment when discharging an attendance. They are first getting a message that says 'The date selected for the clinic has been disabled because, annual leave', when they select 'OK' they then get a system error message (screenshot attached).",19/06/2026 11:47:13,Acute Care Symphony Support Level 1,Konrad Siddons,Symphony,19/06/2026 11:47:13,36,PRB0053730,CS1796075,63453.0,403653.0,"17 hrs, 37 mins","4 days, 16 hrs, 7 mins",Other,DAD / HL7 / interface messaging
CS1796381,Wye Valley NHS Trust,3 - Medium,11/06/2026 07:23:19,Closed,DAD Restart,"A&E Comm point down at WVT.

Please restart.",25/06/2026 08:31:26,Acute Care Symphony Support Level 1,Konrad Siddons,Symphony - DAD,11/06/2026 08:30:04,7,,,,,,,Other,DAD / HL7 / interface messaging
CS1796483,North West Anglia NHS Foundation Trust,3 - Medium,11/06/2026 09:54:17,Closed,Error 91 Message,"Following error message is displaying on one PC:

DATETIME: 11-Jun-2026 08:00:04|| DESCRIPTION: Object variable or With block variable not set|| SOURCE: FWSymphonyICWDesktop|| COMPONENT: FWSymphonyICWDeskTop|| ERRORNO: 91|| PROCEDURE: RefreshConfigData method|| CODEBLOCK: Error refreshing config data|| USFMESSAGE:  || APPLICATION: Symphony Version 2|| ATTENDANCENO: || PATIENTID: || PCNAME: PCID17166|| SERVERNAME: SYMDBO02SQL|| LOGGEDUSER: whylesc|| SITE: North West Anglia|| BUILDNO: 3.1.1.14|| OS:  Version 6.2 Build 9200 || DBTYPE: || DBVERSION: 3.1.1|| MDACVERSION: 10.0||

PC has been rebooted, Symphony application has been uninstalled and reinstalled. User can log in but gets the error above. User is unable to work and is on ED reception",19/06/2026 09:16:35,Acute Care Symphony Support Level 1,Gareth Evans,Symphony,19/06/2026 09:08:45,31,,CS1796483,29376.0,88028.0,"8 hrs, 9 mins","1 days, 27 mins",Other,DAD / HL7 / interface messaging
CS1796637,Northern Care Alliance NHS Foundation Trust,3 - Medium,11/06/2026 11:23:02,Closed,"SCR message, automatic email alert","The trust is getting automatic error messages by email, warning of message timeouts. The text of the error is:

The NCA SCR Message Engine has recorded [20] message timeouts since [2026-06-11 08:10:00.380].
NCA Recipients: Please log a call with EMIS Symphony Support and ask them to check the PEL Message Audit on N-SYM-LVW-INT01.
EMIS Recipients: Please verify a call has been logged and investigate the issues on N-SYM-LVW-INT01.

Email is attached.",26/06/2026 16:23:27,Acute Care Symphony Support Level 1,Shazad Ishaque,Symphony,12/06/2026 16:23:25,18,,CS1796637,11450.0,11450.0,"3 hrs, 10 mins","3 hrs, 10 mins",Defects & Errors / Error Messages,
CS1796671,South Tees Hospitals NHS Foundation Trust,3 - Medium,11/06/2026 11:45:52,Closed,Restart of Symphony DAD required,"Hello
A new special case indicator has been added to the system. Could Symphony DAD be restarted so the the new indicator is picked up by the interface?
thanks
Paul",11/06/2026 15:51:53,Acute Care Symphony Support Level 1,Konrad Siddons,Symphony - DAD,11/06/2026 12:39:40,4,,,,,,,Other,DAD / HL7 / interface messaging
CS1796735,Luton And Dunstable Hospital NHS Foundation Trust,3 - Medium,11/06/2026 12:23:04,Closed,Failing Demographic Updates ,"STOP! Unless you are EXPECTING THIS EMAIL do NOT click on any links, or open any attachments. This may be a phishing email that could compromise our security.


Hi Support,

The following demos are failing to update Symphony and we are not getting a reason in the NACK from Symphony. Could you please investigate?


MSH|^~\&|PiMSInt|iSOFT Engine|Symphony|AE|20260611114908||ADT^A31|2054026|P|2.4
EVN|A31|20260611114908

PID|||LE017359^^^^PAS~4869290030^^^^NHS||***Truncated***

PD1|||Kingsway \T\ Bramingham Surgery, Kingsway Health Centre, 385 Dunstable Road, Luton, Bedfordshire^LU4 8BY^Y02332|G9337099^SAEED^A^""""^""""^DR

NK1|1|***Truncated***

AL1|1|CLIN|""""^""""|CA^Check if patient is on current Chemotherapy/Radiotherapy treatment. Consider neutropenic sepsis or metastatic spinal cord compression. Please alert the Acute Oncology Service Team if applicable.

MSH|^~\&|PiMSInt|iSOFT Engine|Symphony|AE|20260611114908||ADT^A31|2054024|P|2.4
EVN|A31|20260611114908
PID|||D3022096^^^^PAS~4010609206^^^^NHS||***Truncated***
PD1|||Kingsbury Court Surgery, Church Street, Dunstable, Bedfordshire^LU5 4RS^E81045|G9501500^Dogra^Ks^""""^""""^DR
NK1|1|***Truncated***
AL1|1|CLIN|""""^""""|CA^Check if patient is on current Chemotherapy/Radiotherapy treatment. Consider neutropenic sepsis or metastatic spinal cord compression. Please alert the Acute Oncology Service Team if applicable.

MSH|^~\&|PiMSInt|iSOFT Engine|Symphony|AE|20260611114907||ADT^A31|2054022|P|2.4
EVN|A31|20260611114907
PID|||60591420^^^^PAS~4467491546^^^^NHS||***Truncated***
PD1|||Rothschild House Group, Rothschild House Surgery, Chapel Street, Tring, Hertfordshire^HP23 6PU^E82001|G9532272^AMINI^M^""""^""""^DR
NK1|1|***Truncated***
AL1|1|CLIN|""""^""""|""""^""""

NACK received -
MSH|^~\&|PiMSInt|iSOFT Engine|Symphony||20260611114909||ACK^A31|2054026|P|2.3||||||||
MSA|AE|2054026||||

Kr,

[cid:image007.jpg@01D7B519.CC02BBA0]



[cid:image008.jpg@01D7B519.CC02BBA0]

Wilson Kamau

Systems Integration Development Specialist

Bedfordshire Hospitals NHS Foundation Trust



Email: Wilson.Kamau@bedsft.nhs.uk<mailto:Wilson.Kamau@bedsft.nhs.uk>

Tel: 07724700056

Visit: www.bedfordshirehospitals.nhs.uk<http://www.bedfordshirehospitals.nhs.uk/>

[cid:image009.jpg@01D7B519.CC02BBA0]",14/07/2026 15:29:30,Acute Care Symphony Support Level 1,Gareth Evans,Symphony,11/06/2026 15:19:46,14,,CS1796735,10602.0,10602.0,"2 hrs, 56 mins","2 hrs, 56 mins",Notifications & Communications / Email,
CS1797613,Aneurin Bevan University Healthboard,3 - Medium,12/06/2026 16:12:19,Closed,Several PCs logged off and are now getting error messages,"Several PCs in the emergency department were automatically logged off. Now when users try to log on to those PCs they get an error. Chris will add the error when this is logged. But it says that a file VBALLML6.ocx is missing.

I've advised Chris to check that the file is there, and if not to copy from a working PC; and to try running the Symphony installer.",15/06/2026 09:43:42,Acute Care Symphony Support Level 1,Gareth Evans,Symphony,15/06/2026 09:43:41,17,,CS1797613,621.0,621.0,10 mins,10 mins,Defects & Errors / Error Messages,
CS1798125,Brighton And Sussex University Hospitals NHS Trust,3 - Medium,15/06/2026 12:30:19,Closed,Panda,"There seems to be an issue with viewing A&E attendances via our Panda link, they can open the Patient Episodes so they can see them listed:

Came to me via email",02/07/2026 08:15:27,Acute Care Symphony Support Level 2,Sheree Chadwick,Symphony,18/06/2026 08:14:33,11,,CS1798125,10688.0,10688.0,"2 hrs, 58 mins","2 hrs, 58 mins",Notifications & Communications / Email,
CS1798138,Tallaght University Hospital,3 - Medium,15/06/2026 12:40:15,Closed,Symphony AMAU Transfers,"Hi All,

We are having an issue with AMAU transfers on Symphony/DAD.
Patients aren't transferring from Adults to AMAU.

I've restarted the DAD application and the DAD server but the patients still aren't transferring.

MRNs
312033
502909
36894

Can you investigate please.

Cheers,
Dean",03/07/2026 15:11:27,Acute Care Symphony Support Level 1,Shazad Ishaque,Symphony,19/06/2026 15:10:28,17,,CS1798138,41594.0,99194.0,"11 hrs, 33 mins","1 days, 3 hrs, 33 mins",Other,DAD / HL7 / interface messaging
