"number","account","priority","sys_created_on","state","short_description","description","sys_updated_on","sys_updated_by","assignment_group","assigned_to","product","resolved_at","sys_mod_count","u_problem","close_notes"
"CS1655696","Mid Yorkshire Teaching NHS Trust","3 - Medium","24/09/2025 13:08:01","Closed","FW: Patient 7793533 ","STOP! Unless you are EXPECTING THIS EMAIL do NOT click on any links, or open any attachments. This may be a phishing email that could compromise our security.

Hi,

How long should it take for a new patient registration from PAS feed into Symphony? The below has taken 5 minutes but I have created a test patient today and it still hasn't appeared on Symphony. This patients hospital number is 7793557. I created this over 30 minutes ago.

Please can you have a look to see if there is an issue with EIE/DAD? The updates should be imminent from PAS to Symphony.

Thanks.

Aamir Maqsud
Digital Systems Manager
The Mid Yorkshire Teaching NHS Trust
Dewsbury & District Hospital
Halifax Road, Dewsbury,
West Yorkshire, WF13 4HS

From: SMITH, Hannah (MID YORKSHIRE TEACHING NHS TRUST) <h.smith82@nhs.net>
Sent: 24 September 2025 09:50
To: MAQSUD, Aamir (MID YORKSHIRE TEACHING NHS TRUST) <aamir.maqsud@nhs.net>
Subject: Patient 7793533

Hi Aamir,

The above patient is an example of Receptionists creating on ECamis but didn't pull through to symphony for 5 minutes so Nagina had to create on Symphony... at which point it used same unit no.

The issue is it isn't pulling through quick enough from Ecamis and theyre having to do it twice when theres large ques.

Thankyou.

Kind regards,

[Logo]
Hannah Smith
A&E Reception Team Leader - Trustwide
Emergency Medicine
Mid Yorkshire Hospitals NHS Trust

PGH * 01924 541778 (ext: 51778)
DDH * 01924 541744 (ext: 51744)
Mobile - 07745746599
* h.smith82@nhs.net<mailto:h.smith82@nhs.net>

Working pattern:
Mon & Tues 0730 - 1700
Weds, Thurs & Fri 0730 - 1430

[cid:image002.png@01DC2D38.A85EB5F0]
[cid:image003.png@01DC2D38.A85EB5F0]



************************************************************************************** ******************************

This message may contain confidential information. If you are not the intended recipient please:
i) inform the sender that you have received the message in error before deleting it; and
ii) do not disclose, copy or distribute information in this e-mail or take any action in relation to its content (to do so is strictly prohibited and may be unlawful).
Thank you for your co-operation.

NHS.net Connect is the secure email, collaboration and directory service available for all NHS staff in England. NHS.net Connect is approved for exchanging patient data and other sensitive information with NHS.net Connect and other accredited email services.

For more information and to find out how you can switch visit Joining NHS.net Connect - NHS.net Connect Support<https://urldefense.com/v3/__https://support.nhs.net/article-categories/joining-nhsmail/__;!!IJLR5QJm7ttc!kd3wrrLv2WUuZsZIr4gfjSpbPtkX-M1JP_rL6ZDxcXVs13ttAgB1a_vTjxU1-pD2i3H48KIiIYyW1V4R46rM$>","15/10/2025 11:37:30","system","Acute Care Symphony Support Level 1","Gareth Evans","Symphony","01/10/2025 11:36:03","23","","Hello Aamir,
 
I'm pleased to let you know that we've found a resolution for your case CS1655696.
  
We're confident this will fully address the issue. However, if you find that the problem persists, simply click the red 'Reject Solution' button and we'll be happy to investigate further.
 
Kind regards,
Gareth"
"CS1656053","Wye Valley NHS Trust","2 - High","24/09/2025 21:13:57","Closed","Messages not going through","Bridgette called to ask for a dad restart as messages are not going through 

01432372909","08/10/2025 21:37:26","system","Acute Care Symphony Support Level 1","Sheree Chadwick","Symphony","24/09/2025 21:37:23","12","","Hello Rachel,
 
I'm pleased to let you know that we've found a resolution for your case CS1656053.
 
To resolve this, please DAD restarted all messages now flowing
 
We're confident this will fully address the issue. However, if you find that the problem persists, simply click the red 'Reject Solution' button and we'll be happy to investigate further.
 
Kind regards,
Sheree"
"CS1656115","University Hospital Southampton NHS Foundation Trust","3 - Medium","25/09/2025 09:13:06","Closed","Discharge summaries stuck in the queue - unable to proceed","Hello Team,

We have these two instances stuck in our DAD Queue and ED discharges are unable to be proceed.

eDocs v2.0 - Attendance ID + new footer	ED-25-102176-1	LF	0	2025-09-24T12:48:14.820
eDocs v2.0 - Attendance ID + new footer	ED-25-102259-1	JT	0	2025-09-24T15:47:19.347

Could you please have a look into this?

Kind regards,
Monika","30/09/2025 08:28:54","system","Acute Care Symphony Support Level 1","Gareth Evans","Symphony","26/09/2025 10:49:31","11","","Hello Monika,
 
I'm pleased to let you know that we've found a resolution for your case CS1656115.
 
To resolve this, I've restarted the DAD service, and I can see that those discharges are no longer in the queue.
 
We're confident this will fully address the issue. However, if you find that the problem persists, simply click the red 'Reject Solution' button and we'll be happy to investigate further.
 
Kind regards,
Gareth"
"CS1657842","South Tees Hospitals NHS Foundation Trust","3 - Medium","29/09/2025 09:34:26","Closed","Restart of Symphony DAD required","Hello
A restart of Symphony DAD is required as a new Special Case indicator has been added.
Please could this be actioned?
Thanks
Paul","29/09/2025 11:07:22","paul.saunders2@nhs.net","Acute Care Symphony Support Level 1","Konrad Siddons","Symphony","29/09/2025 10:31:29","6","","Hello Paul,
 
I'm pleased to let you know that we've found a resolution for your case CS1657842.
 
To resolve this:

The Live DAD interface has been successfully restarted, as requested.

Many thanks.
 
We're confident this will fully address the issue. However, if you find that the problem persists, simply click the red 'Reject Solution' button and we'll be happy to investigate further.
 
Kind regards,
Konrad"
"CS1658283","Swansea Bay University Health Board","3 - Medium","29/09/2025 12:58:02","Closed","DAD outbound messages queueing ","MPI outbound messages queueing since 11:57, causing system delays. Possibly need DAD restart?","13/10/2025 14:31:29","system","Acute Care Symphony Support Level 1","Konrad Siddons","Symphony","29/09/2025 14:30:58","6","","Hello Yvette,
 
I'm pleased to let you know that we've found a resolution for your case CS1658283.
 
To resolve this:

The DAD Interface was successfully stopped and restated.
The MPI Outbound queue is now cleared.

Many thanks
 
We're confident this will fully address the issue. However, if you find that the problem persists, simply click the red 'Reject Solution' button and we'll be happy to investigate further.
 
Kind regards,
Konrad"
"CS1661369","Wye Valley NHS Trust","2 - High","02/10/2025 08:58:42","Closed","DAD Interface","Rachel called to request a restart of the Live DAD Interface.

Contact number - 07967582479","14/10/2025 13:55:10","system","Acute Care Symphony Support Level 1","Konrad Siddons","Symphony","02/10/2025 14:26:58","14","","Hello Rachel,
 
I'm pleased to let you know that we've found a resolution for your case CS1661369.
 
To resolve this:
As previously discussed, the DAD Interface having been restarted successfully, as requested and inbound Patient data being received and acknowledged afterwards, this case has now been set to resolved, having been left on hold until lunchtime, as agreed.

Many thanks

We're confident this will fully address the issue. However, if you find that the problem persists, simply click the red 'Reject Solution' button and we'll be happy to investigate further.
 
Kind regards,
Konrad"
"CS1662446","Wye Valley NHS Trust","3 - Medium","02/10/2025 21:16:07","Closed","DAD Interface","Amaan calling from the Trust requesting a DAD restart. He advises this has been requested by Rachel Price.","14/10/2025 13:55:00","rachel.price@wvt.nhs.uk","Acute Care Symphony Support Level 1","Shazad Ishaque","Symphony","02/10/2025 21:43:48","9","","Hello Rachel,
 
I'm pleased to let you know that we've found a resolution for your case CS1662446.
 
We're confident this will fully address the issue. However, if you find that the problem persists, simply click the red 'Reject Solution' button and we'll be happy to investigate further.
 
Kind regards,
Shazad"
"CS1665974","Swansea Bay University Health Board","3 - Medium","08/10/2025 11:26:54","Closed","DAD outbound MPI messages queueing","DAD outbound MPI messages queueing, please can DAD be restarted","22/10/2025 13:01:28","system","Acute Care Symphony Support Level 1","Konrad Siddons","Symphony","08/10/2025 13:01:22","11","","Hello Yvette,
 
I'm pleased to let you know that we've found a resolution for your case CS1665974.
 
To resolve this:

Your having confirmed that the MPI Outbound queue  was clearing (it is now clear) this case has been set to resolved.

Many thanks
We're confident this will fully address the issue. However, if you find that the problem persists, simply click the red 'Reject Solution' button and we'll be happy to investigate further.
 
Kind regards,
Konrad"
"CS1667484","Wye Valley NHS Trust","3 - Medium","09/10/2025 17:10:47","Closed","DAD Restart","Bridget rang form reception to request a DAD restart following instruction from Leah Savage.
Contact Number - 01432 372909","23/10/2025 17:21:28","system","Acute Care Symphony Support Level 1","Konrad Siddons","Symphony","09/10/2025 17:20:40","6","","Hello leah,
 
I'm pleased to let you know that we've found a resolution for your case CS1667484.
 
To resolve this:

The Live DAD Interface was found to be running with no outbound messages queued.
However, we have successfully stopped and restarted DAD, as requested.

Many thanks.
 
We're confident this will fully address the issue. However, if you find that the problem persists, simply click the red 'Reject Solution' button and we'll be happy to investigate further.
 
Kind regards,
Konrad"
"CS1668253","Wye Valley NHS Trust","2 - High","10/10/2025 21:23:17","Closed","Trust have called for a dad restart","Bridgette called asked for a dad restart ","14/10/2025 13:54:22","rachel.price@wvt.nhs.uk","Acute Care Symphony Support Level 2","Sheree Chadwick","Symphony","10/10/2025 21:54:29","6","","Hello Rachel,
 
I'm pleased to let you know that we've found a resolution for your case CS1668253.
 
To resolve this, DAD has been restarted but this appears to be a request rather than an issue.  
 
We're confident this will fully address the issue. However, if you find that the problem persists, simply click the red 'Reject Solution' button and we'll be happy to investigate further.
 
Kind regards,
Sheree"
"CS1669729","Swansea Bay University Health Board","3 - Medium","14/10/2025 12:18:38","Closed","DAD outbound messages queued","MPI and omnicell DAD outbound message queues building since yesterday. Please can DAD be restarted.","28/10/2025 18:07:27","system","Acute Care Symphony Support Level 1","Shazad Ishaque","Symphony","14/10/2025 18:05:33","18","","Hello Yvette,
 
I'm pleased to let you know that we've found a resolution for your case CS1669729.
 
We're confident this will fully address the issue. However, if you find that the problem persists, simply click the red 'Reject Solution' button and we'll be happy to investigate further.
 
Kind regards,
Shazad"
"CS1670128","Wye Valley NHS Trust","2 - High","14/10/2025 20:30:53","Closed","OOH - DAD Restart","Reception called, having been asked by Consultant on duty to d so to request DAD restart.
Did not know reason.

Passed me on to  Consultant 'Rachel' who explained she ha undertaken some DEP config changes to attempt to alleviate an issue with the interface with PAS and had been advised by my colleague Sherrie to request DAD restart if this was done.","15/10/2025 10:07:08","rachel.price@wvt.nhs.uk","Acute Care Symphony Support Level 1","Konrad Siddons","Symphony","14/10/2025 20:37:45","5","","Hello Rachel,
 
I'm pleased to let you know that we've found a resolution for your case CS1670128.
 
To resolve this:

The DAD interface was successfully stopped and restarted, as requested.

Many thanks. 

We're confident this will fully address the issue. However, if you find that the problem persists, simply click the red 'Reject Solution' button and we'll be happy to investigate further.
 
Kind regards,
Konrad"
"CS1670967","Wye Valley NHS Trust","2 - High","15/10/2025 18:31:15","Closed","OOH - DAD restart","Gemma called from reception to ask for DAD restart as there appear to be issues with messaging between Symphony and Maxim.

Contact number - 07888 292723","16/10/2025 16:01:35","rachel.price@wvt.nhs.uk","Acute Care Symphony Support Level 1","Konrad Siddons","Symphony","15/10/2025 18:41:17","5","","Hello Rachel,
 
I'm pleased to let you know that we've found a resolution for your case CS1670967.
 
To resolve this:

The DAD interface was stopped and restarted as requested.
Messages can be seen processing and outbound queues are clear.
Called reception to advise the above.

Many thanks.

We're confident this will fully address the issue. However, if you find that the problem persists, simply click the red 'Reject Solution' button and we'll be happy to investigate further.
 
Kind regards,
Konrad"
"CS1670987","Wye Valley NHS Trust","2 - High","16/10/2025 07:14:13","Closed","DAD Restart","Hi - our symphony comm point is down, please can you restart the DAD.","30/10/2025 08:33:26","system","Acute Care Symphony Support Level 1","Konrad Siddons","Symphony","16/10/2025 08:32:59","5","","Hello Richard,
 
I'm pleased to let you know that we've found a resolution for your case CS1670987.
 
To resolve this:

The DAD interface has been successfully restarted, as requested.
All Symphony queues are currently clear.

Many thanks.

We're confident this will fully address the issue. However, if you find that the problem persists, simply click the red 'Reject Solution' button and we'll be happy to investigate further.
 
Kind regards,
Konrad"
"CS1672331","University Hospital Southampton NHS Foundation Trust","4 - Low","17/10/2025 14:18:52","Closed","Symphony Test environment only sending through new Eye Cas attendances into TIE.","We're currently in the process of testing a patient messaging feed into CHIE and have noted that we're only receiving the admitting encounter into our TIE from the SymphonyDAD which is linked to our current UHS Symphony Test environment.

We have ended encounters and deleted attendances, but none of these messages have made it through into TIE even though Symphony mentions that the DAD service(s) have run correctly.","30/10/2025 16:09:28","system","Acute Care Symphony Support Level 1","Gareth Evans","Symphony","30/10/2025 15:44:57","32","","Hello Christopher,

Brilliant, thanks for confirming that we've found a resolution for your case CS1672331.

To resolve this, I started the test DAD service.

We're confident this will fully address the issue. However, if you find that the problem persists, simply click the red 'Reject Solution' button and we'll be happy to investigate further.

Kind regards,
Gareth"
"CS1677810","Swansea Bay University Health Board","3 - Medium","27/10/2025 15:47:38","Closed","DAD outbound queue messages building","DAD outbound queue messages building since 26/10 for MPI and Omnicell, can DAD be restarted please","11/11/2025 12:19:26","system","Acute Care Symphony Support Level 1","Konrad Siddons","Symphony","28/10/2025 12:17:44","9","","Hello Yvette,
 
I'm pleased to let you know that we've found a resolution for your case CS1677810.
 
To resolve this:

We restarted the Live DAD Interface yesterday afternoon, as requested.
We monitored the outbound queues afterwards and can confirm that as of this morning the outbound ques are all clear.

Many thanks

We're confident this will fully address the issue. However, if you find that the problem persists, simply click the red 'Reject Solution' button and we'll be happy to investigate further.
 
Kind regards,
Konrad"
"CS1678683","Isle Of Wight NHS Trust","2 - High","29/10/2025 08:21:31","Closed","Interface appeared to have stopped","We are not getting messages as expected to PAS and Dedalus advise they are not receiving anything. there is a queue in Symphony.  I tried stopping and restarting in DAD but this has not helped","29/10/2025 14:48:28","system","Acute Care Symphony Support Level 1","Sheree Chadwick","Symphony","29/10/2025 14:17:52","24","","Hello John,
 
I'm pleased to let you know that we've found a resolution for your case CS1678683.
 
To resolve this, DAD and PAS restarted
 
We're confident this will fully address the issue. However, if you find that the problem persists, simply click the red 'Reject Solution' button and we'll be happy to investigate further.
 
Kind regards,
Sheree"
"CS1679586","Wye Valley NHS Trust","3 - Medium","30/10/2025 06:40:54","Closed","Restart DAD","A&E Comm point down.","13/11/2025 08:51:29","system","Acute Care Symphony Support Level 1","Sheree Chadwick","Symphony","30/10/2025 08:49:29","13","","Hello Richard,
 
I'm pleased to let you know that we've found a resolution for your case CS1679586.
 
To resolve this, DAD started 

We're confident this will fully address the issue. However, if you find that the problem persists, simply click the red 'Reject Solution' button and we'll be happy to investigate further.
 
Kind regards,
Sheree"
"CS1685103","Wye Valley NHS Trust","2 - High","08/11/2025 19:23:02","Closed","Called and asked for dad restart","","10/11/2025 11:40:44","rachel.price@wvt.nhs.uk","Acute Care Symphony Support Level 2","Sheree Chadwick","Symphony","09/11/2025 04:04:46","9","","Hello Claire,
 
I'm pleased to let you know that we've found a resolution for your case CS1685104.
 
To resolve this,DAD redtart done as requested
 
We're confident this will fully address the issue. However, if you find that the problem persists, simply click the red 'Reject Solution' button and we'll be happy to investigate further.
 
Kind regards,
Sheree"
"CS1687646","Wye Valley NHS Trust","2 - High","13/11/2025 06:33:24","Closed","Symphony Comm Point Down","Please restart DAD","27/11/2025 08:21:27","system","Acute Care Symphony Support Level 1","Konrad Siddons","Symphony","13/11/2025 08:21:20","7","","Hello Richard,
 
I'm pleased to let you know that we've found a resolution for your case CS1687646.
 
To resolve this, please follow these steps:

The Live DAD Interface was not running - presumably as a result of the DAD Server having been rebooted a little under 4 hours ago.
The interface has been successfully restarted and all outbound queues are now clear.

Many thanks
 
We're confident this will fully address the issue. However, if you find that the problem persists, simply click the red 'Reject Solution' button and we'll be happy to investigate further.
 
Kind regards,
Konrad"
"CS1689088","Wye Valley NHS Trust","3 - Medium","14/11/2025 17:29:08","Closed","DAD Restart","Gemma calling to request a DAD restart.

","28/11/2025 17:43:26","system","Acute Care Symphony Support Level 1","Shazad Ishaque","Symphony","14/11/2025 17:42:31","7","","Hello Rachel,
 
I'm pleased to let you know that we've found a resolution for your case CS1689088.
 
We're confident this will fully address the issue. However, if you find that the problem persists, simply click the red 'Reject Solution' button and we'll be happy to investigate further.
 
Kind regards,
Shazad"
"CS1689146","Health Service Executive","3 - Medium","16/11/2025 11:12:51","Closed","Patients are not coming in from IPMS","Jakub Pluciennik calling for a DAD restart as patients are not coming in from IPMS

Jakub - 00353894365530","30/11/2025 12:19:26","system","Acute Care Symphony Support Level 1","Shazad Ishaque","Symphony","16/11/2025 12:18:09","12","","Hello,
 
I'm pleased to let you know that we've found a resolution for your case CS1689146.
 
We're confident this will fully address the issue. However, if you find that the problem persists, simply click the red 'Reject Solution' button and we'll be happy to investigate further.
 
Kind regards,
Shazad"
"CS1689237","University Hospital Southampton NHS Foundation Trust","3 - Medium","17/11/2025 09:31:04","Closed","Stuck Messages in DAB Outbound Queue. ","Hi, Please see attached screenshot showing messages that are stuck in our DAD outbound queue.  Re-queueing them has not helped as they default back to suspended shortly after.  Please assist us with clearing these messages.","01/12/2025 15:37:27","system","Acute Care Symphony Support Level 1","Shazad Ishaque","Symphony","17/11/2025 15:37:17","9","","Hello Susan,
 
I'm pleased to let you know that we've found a resolution for your case CS1689237.
 
Cleared the DAD queue as requested.
 
We're confident this will fully address the issue. However, if you find that the problem persists, simply click the red 'Reject Solution' button and we'll be happy to investigate further.
 
Kind regards,
Shazad"
"CS1691956","Tallaght University Hospital","4 - Low","20/11/2025 14:09:57","Closed","TUH REF 745300 - DAD Queue Outbound - Suspended Status","Hi,

We noticed we have a significant number of ""suspended"" status messages in our DAD queue (For Example: ""Healthlink Outbound REF (Adult) (2518)"")

I know this was worked on CS1632072 at some point. It was mentioned ""There have been no failures since the work a couple of weeks ago"". What was this work?

We had some queries regarding the large number of suspended messages?

- Do you know what caused this large number of suspended messages?
- Are you able to change the status to requeue them or delete them in bulk? We do not seem to have this ability

Thanks
Jason","05/01/2026 11:37:53","system","Acute Care Symphony Support Level 1","Sheree Chadwick","Symphony","31/12/2025 02:54:29","80","","Hi,

I'm getting in touch regarding your case CS1691956 which you raised on 20/11/2025 14:09:57 regarding Symphony.

We have tried to contact you but unfortunately, we have been unable to speak with you. I'd really like to help you resolve this issue but I am unable to investigate your case without receiving further information.

If this issue is still occurring, please use the red 'Reject Solution' button so we are able to further investigate this issue for you.

I look forward to hearing from you.

Kind regards,
Optum"
"CS1691974","Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust","3 - Medium","20/11/2025 14:22:47","Closed","Messages Stuck","eCamis Team requested a Live DAD Interface restart.","21/11/2025 09:55:07","laura.setterington2@nhs.net","Acute Care Symphony Support Level 1","Shazad Ishaque","Symphony","20/11/2025 14:26:40","8","","Hello,
 
I'm pleased to let you know that we've found a resolution for your case CS1691974.
 
We're confident this will fully address the issue. However, if you find that the problem persists, simply click the red 'Reject Solution' button and we'll be happy to investigate further.
 
Kind regards,
Shazad"
"CS1692121","South Tees Hospitals NHS Foundation Trust","3 - Medium","20/11/2025 16:22:55","Closed","Restart of Live DAD required","Hello
Would it be possible to restart the Live Symphony DAD so that it picks up new Special Case indicators?
Thanks
Paul","21/11/2025 08:59:02","paul.saunders2@nhs.net","Acute Care Symphony Support Level 1","Konrad Siddons","Symphony","20/11/2025 17:16:36","6","","Hello Paul,
 
I'm pleased to let you know that we've found a resolution for your case CS1692121.
 
To resolve this:

The Live DAD Interface has been successfully restarted, as requested.

Many thanks
 
We're confident this will fully address the issue. However, if you find that the problem persists, simply click the red 'Reject Solution' button and we'll be happy to investigate further.
 
Kind regards,
Konrad"
"CS1692395","South Tees Hospitals NHS Foundation Trust","3 - Medium","21/11/2025 10:28:24","Closed","Restart of Live Symphony DAD required","Hello
Apologies, another restart of the live Symphony DAD is required as another special case indicator has been added.
Please could this be actioned?
Thanks
Paul","21/11/2025 15:09:58","system","Acute Care Symphony Support Level 1","Gareth Evans","Symphony","21/11/2025 15:01:18","13","","Hello Paul,
 
Thanks for confirming that we've found a resolution for your case CS1692395.
 
To resolve this, I restarted DAD as requested.
 
We're confident this will fully address the issue. However, if you find that the problem persists, simply click the red 'Reject Solution' button and we'll be happy to investigate further.
 
Kind regards,
Gareth"
"CS1692455","Swansea Bay University Health Board","3 - Medium","21/11/2025 11:07:24","Closed","DAD outbound messages queuing","DAD outbound messages queuing for MPI and omnicell feeds","08/12/2025 13:27:27","system","Acute Care Symphony Support Level 1","Gareth Evans","Symphony","24/11/2025 13:27:18","23","","Hello Yvette,
 
I'm pleased to let you know that we've found a resolution for your case CS1692455.
 
To resolve this, I restarted DAD and we confirmed that the queue eventually cleared down.
 
We're confident this will fully address the issue. However, if you find that the problem persists, simply click the red 'Reject Solution' button and we'll be happy to investigate further.
 
Kind regards,
Gareth"
"CS1692862","Wye Valley NHS Trust","2 - High","23/11/2025 11:59:10","Closed","DAD restart required","DAD restart required, as messages aren't passing
Contact is Gemma Harrington 07888 292723","07/12/2025 12:55:26","system","Acute Care Symphony Support Level 1","Gareth Evans","Symphony","23/11/2025 12:54:39","11","","Hello Rachel,
 
I'm pleased to let you know that we've found a resolution for your case CS1692862.
 
To resolve this, I restarted DAD as requested and Gemma and I confirmed that new referrals were being generated correctly.
 
We're confident this will fully address the issue. However, if you find that the problem persists, simply click the red 'Reject Solution' button and we'll be happy to investigate further.
 
Kind regards,
Gareth"
"CS1693468","North West Anglia NHS Foundation Trust","3 - Medium","24/11/2025 14:31:45","Closed","repeated locks via DAD on attendance/reception","Hiya,
we've had quite a few calls logged (where we have examples to pass to you like this, we do) since our 3.1.1 upgrade
at this point we are starting to wonder if there is a change along with it that has adversely effected us... whether its load balancing we didnt have before or 3.1 handles queued messages differently (doesnt bypass pt lock for next message)

we have a user over the weekend that has had a bad time of the ""locking"" at reception
can you have a look at the list of examples and times (i have been sent screenshots which you dont need but can have!)
the last time we did this it was pointed at the users causing this almost exclusively, which is possible but  this reinforces my ""did something happen with upgrade"" point

dis0017729 22/11/25 1109 (repeated searching to create attendance - 14times)
dis3220602 23/11/25 1712
dis1102805 23/11/25 1418
dis0469267 23/11/25 1411
dis0500955 23/11/25 1406
dis0447614 23/11/25 1205
dis0047533 23/11/25 0810
dis3265495 22/11/25 1812 (38 attempts)
dis3216933 22/11/25 1736 (9 attempts)
dis3265488 22/11/25 1605 (11)
dis1159266 22/11/25 1014 (3 attempts. all 4 pcs on reception having the problem at this time with their own patients)
There are more examples.
dis32xx is new patients, so these will be newly registered in pas and hl7 to symphony. others clearly needed an update of some description.
feels like the message used to update pt demographics behaves differently/longer (purely based on the number and noise of the complaint).
but, again.. new registrations didnt need 3 minutes of wait before creating an attendance to avoid the lock prompt

its entirely possibly of course, that dad has got these msgs stuck in a queue for other reasons rather than its slowly importing and locking record/then fighting user who opens pt and locks record/finish importing record/create attendance","07/01/2026 15:09:27","system","Acute Care Symphony Support Level 1","Shazad Ishaque","Symphony","24/12/2025 15:09:18","30","","Hello Lee,
 
I'm pleased to let you know that we've found a resolution for your case CS1693468.

We're confident this will fully address the issue. However, if you find that the problem persists, simply click the red 'Reject Solution' button and we'll be happy to investigate further.
 
Kind regards,
Shazad"
"CS1695294","University Hospital Southampton NHS Foundation Trust","3 - Medium","27/11/2025 09:55:26","Closed","Discharge summary stuck in the queue - unable to proceed","Hello Team,

We have this instance stuck in our DAD Queue, which gets suspended after requeuing.

Eye - eDocs v2.0 - Attendance ID	EYE-25-026311-1	ST	0	2025-11-26T20:49:37.973

Could you please have a look into this?

Kind regards,
Monika","15/12/2025 12:10:05","system","Acute Care Symphony Support Level 1","Konrad Siddons","Symphony","15/12/2025 12:06:50","23","","Hello Monika,
 
I'm pleased to let you know that we've found a resolution for your case CS1695294.
 
To resolve this:

Thank you for your feedback.
You confirmed that having followed our advice to edit the Discharge Notes on the Attendance in question, to replace the full stops which were actually incorrect code ASCII CHR code 7 instead of ASCII CHR code 46), the stuck Discharge Summary has now processed successfully.
We believe the original incorrect entries probably resulted from a keyboard issue when the Notes were entered. The malformed characters generated then prevented the message being processed by the DAD Interface.

Many thanks
 
We're confident this will fully address the issue. However, if you find that the problem persists, simply click the red 'Reject Solution' button and we'll be happy to investigate further.
 
Kind regards,
Konrad"
"CS1700322","Northern Care Alliance NHS Foundation Trust","3 - Medium","05/12/2025 15:55:32","Closed","Symphony Failover Cluster is not showing DAD","Michael Winter (Applications Team) reporting they are unable to see the Failover Cluster Manager as its blank - no nodes or connections can be seen.

Symphony Failover Cluster servers are:

N-SYM-LVW-APP01
N-SYM-LVW-APP02

Michael - 07939 006696","19/12/2025 17:05:30","system","Acute Care Symphony Support Level 1","Shazad Ishaque","Symphony","05/12/2025 17:03:45","15","","Hello Account,
 
I'm pleased to let you know that we've found a resolution for your case CS1700322.
 
We're confident this will fully address the issue. However, if you find that the problem persists, simply click the red 'Reject Solution' button and we'll be happy to investigate further.
 
Kind regards,
Shazad"
"CS1700704","South Tees Hospitals NHS Foundation Trust","3 - Medium","08/12/2025 10:39:14","Closed","Restart of Symphony DAD required","Hello
Please could the Symphony DAD service be restarted?
A new special case flag has been added and a restart is require to pick up the new indcator.
Thanks
Paul","08/12/2025 14:25:13","system","Acute Care Symphony Support Level 1","Gareth Evans","Symphony","08/12/2025 13:42:34","14","","Hello Paul,
 
Thanks for confirming that we've found a resolution for your case CS1700704.
 
To resolve this, I restarted DAD as requested
 
We're confident this will fully address the issue. However, if you find that the problem persists, simply click the red 'Reject Solution' button and we'll be happy to investigate further.
 
Kind regards,
Gareth"
"CS1700964","North West Anglia NHS Foundation Trust","4 - Low","08/12/2025 13:39:54","Closed","Test interface ","Morning,
following on from the refresh of the test db last week (copy of live, usual sort of thing)
can we get services started, dad HL7 interfaces enabled and start dad importing/exporting messages?
and maybe restart the dad entirely once it runining? i dont know how it works, just that now we have a copy of live overwritten.. its time to get interfaces working so we can do some testing

its only the HL7 services and the medway inbound that are required
(we have a few weblink type ones that really arent required and can be left stopped)

thanks very much","09/12/2025 10:48:57","system","Acute Care Symphony Support Level 1","Gareth Evans","Symphony","08/12/2025 17:55:16","15","","Hello Lee,
 
Thanks for confirming that we've found a resolution for your case CS1700964.
 
To resolve this, I enabled the individual DAD services and started the main DAD service.
 
We're confident this will fully address the issue. However, if you find that the problem persists, simply click the red 'Reject Solution' button and we'll be happy to investigate further.
 
Kind regards,
Gareth"
"CS1701568","North West Anglia NHS Foundation Trust","4 - Low","09/12/2025 11:54:22","Closed","Test - errors now interface working","Morning,
and sorry for the gift that keeps giving...
DB overwritten with live like normal, interfaces on the other day and can see msgs and find expected updates...
this morning - actually trying to create attendances and do downstream messaging and start to work with it properly has now got an issue.
upon finding the patient (looks updated and okay via hl7), get the DAD lock message for some reason (same as current live issue - nothing been down with pt for over a day) attached
when accepting the lock and wanting to load neapolitan/create attendance the lock doesnt reappear, i get another error about ""class not registered"" (attached)

assume this will happen to you tooo (just search for firstname of test and you'll find a couple)
can you have a look at this please?","06/01/2026 11:49:29","system","Acute Care Symphony Support Level 1","Shazad Ishaque","Symphony","23/12/2025 11:47:47","17","","Hello Lee,
 
I'm pleased to let you know that we've found a resolution for your case CS1701568.
 
We're confident this will fully address the issue. However, if you find that the problem persists, simply click the red 'Reject Solution' button and we'll be happy to investigate further.
 
Kind regards,
Shazad"
"CS1701898","Northern Lincolnshire And Goole NHS Foundation Trust","2 - High","09/12/2025 16:26:41","Closed","DAD Interface down","Please check and if necessary restart DAD Interface","10/12/2025 08:53:13","system","Acute Care Symphony Support Level 1","Konrad Siddons","Symphony","09/12/2025 17:48:36","11","","Hello Joanne,

I'm pleased to let you know that we've found a resolution for your case CS1701898.

To resolve this:
Occasionally if there is an interruption in message traffic or there is a temporary Network issue the DAD interface can fail.
Unfortunately in this instance there does not appear to be anything specific recorded in the error logs etc to give a reason for the failure on this occasion.

As per my telephone call just now:
An element of the DAD interface called FWDADServWkr had failed.
I stopped and restarted the DAD Interface via the Cluster Manager and having checked the outbound queues are clear and messages are flowing in both directions, I have now set this case to resolved as agreed.

Many thanks

We're confident this will fully address the issue. However, if you find that the problem persists, simply click the red 'Reject Solution' button and we'll be happy to investigate further.

Kind regards,
Konrad"
